FL_DATE,AIRLINE,AIRLINE_CODE,ORIGIN_CITY,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Delay_actual
22/3/2022,Endeavor Air Inc.,9E,"Rochester, NY","New York, NY",600,556.0,-4.0,16.0,612.0,701.0,8.0,723,709.0,-14.0,83.0,73.0,49.0,254,0.0,0.0,0.0,0.0,0.0,0
27/12/2019,Southwest Airlines Co.,WN,"Oakland, CA","Reno, NV",815,815.0,0.0,10.0,825.0,909.0,4.0,915,913.0,-2.0,60.0,58.0,44.0,181,0.0,0.0,0.0,0.0,0.0,0
23/3/2021,Mesa Airlines Inc.,YV,"Lubbock, TX","Dallas/Fort Worth, TX",1830,1823.0,-7.0,28.0,1851.0,1940.0,14.0,1955,1954.0,-1.0,85.0,91.0,49.0,282,0.0,0.0,0.0,0.0,0.0,0
5/7/2019,Delta Air Lines Inc.,DL,"San Jose, CA","Atlanta, GA",1248,1243.0,-5.0,12.0,1255.0,2019.0,7.0,2029,2026.0,-3.0,281.0,283.0,264.0,2116,0.0,0.0,0.0,0.0,0.0,0
11/9/2019,American Airlines Inc.,AA,"Phoenix, AZ","Sacramento, CA",1330,1325.0,-5.0,12.0,1337.0,1516.0,4.0,1525,1520.0,-5.0,115.0,115.0,99.0,647,0.0,0.0,0.0,0.0,0.0,0
15/7/2019,Frontier Airlines Inc.,F9,"Denver, CO","Greer, SC",1334,1329.0,-5.0,14.0,1343.0,1840.0,10.0,1841,1850.0,9.0,187.0,201.0,177.0,1278,0.0,0.0,0.0,0.0,0.0,0
30/1/2020,Republic Airline,YX,"Columbus, OH","Charlotte, NC",1348,1344.0,-4.0,19.0,1403.0,1506.0,18.0,1524,1524.0,0.0,96.0,100.0,63.0,347,0.0,0.0,0.0,0.0,0.0,0
27/8/2019,United Air Lines Inc.,UA,"Rapid City, SD","Chicago, IL",1335,1334.0,-1.0,10.0,1344.0,1627.0,16.0,1646,1643.0,-3.0,131.0,129.0,103.0,780,0.0,0.0,0.0,0.0,0.0,0
18/7/2019,Southwest Airlines Co.,WN,"Oklahoma City, OK","St. Louis, MO",535,530.0,-5.0,9.0,539.0,644.0,4.0,700,648.0,-12.0,85.0,78.0,65.0,462,0.0,0.0,0.0,0.0,0.0,0
7/5/2023,Alaska Airlines Inc.,AS,"Portland, OR","Chicago, IL",1140,1135.0,-5.0,9.0,1144.0,1717.0,8.0,1743,1725.0,-18.0,243.0,230.0,213.0,1739,0.0,0.0,0.0,0.0,0.0,0
23/7/2020,Delta Air Lines Inc.,DL,"Norfolk, VA","Atlanta, GA",1240,1233.0,-7.0,8.0,1241.0,1359.0,6.0,1422,1405.0,-17.0,102.0,92.0,78.0,516,0.0,0.0,0.0,0.0,0.0,0
30/4/2019,United Air Lines Inc.,UA,"San Francisco, CA","Newark, NJ",2130,2140.0,10.0,20.0,2200.0,542.0,5.0,553,547.0,-6.0,323.0,307.0,282.0,2565,0.0,0.0,0.0,0.0,0.0,0
14/10/2020,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","Wichita, KS",1630,1624.0,-6.0,9.0,1633.0,1724.0,5.0,1743,1729.0,-14.0,73.0,65.0,51.0,328,0.0,0.0,0.0,0.0,0.0,0
28/1/2019,Endeavor Air Inc.,9E,"Cincinnati, OH","Raleigh/Durham, NC",1735,1726.0,-9.0,14.0,1740.0,1843.0,5.0,1909,1848.0,-21.0,94.0,82.0,63.0,390,0.0,0.0,0.0,0.0,0.0,0
14/1/2022,Mesa Airlines Inc.,YV,"Washington, DC","Kansas City, MO",1742,1741.0,-1.0,14.0,1755.0,1916.0,6.0,1940,1922.0,-18.0,178.0,161.0,141.0,926,0.0,0.0,0.0,0.0,0.0,0
25/8/2021,Frontier Airlines Inc.,F9,"Denver, CO","Omaha, NE",912,906.0,-6.0,18.0,924.0,1124.0,5.0,1145,1129.0,-16.0,93.0,83.0,60.0,472,0.0,0.0,0.0,0.0,0.0,0
1/10/2020,PSA Airlines Inc.,OH,"Dallas/Fort Worth, TX","Knoxville, TN",1449,1505.0,16.0,18.0,1523.0,1757.0,3.0,1754,1800.0,6.0,125.0,115.0,94.0,771,0.0,0.0,0.0,0.0,0.0,0
11/6/2021,Southwest Airlines Co.,WN,"Salt Lake City, UT","Denver, CO",2245,2237.0,-8.0,19.0,2256.0,2349.0,8.0,5,2357.0,-8.0,80.0,80.0,53.0,391,0.0,0.0,0.0,0.0,0.0,0
5/3/2021,SkyWest Airlines Inc.,OO,"Santa Fe, NM","Dallas/Fort Worth, TX",621,611.0,-10.0,14.0,625.0,834.0,45.0,925,919.0,-6.0,124.0,128.0,69.0,551,0.0,0.0,0.0,0.0,0.0,0
25/8/2019,United Air Lines Inc.,UA,"Newark, NJ","San Juan, PR",800,802.0,2.0,17.0,819.0,1135.0,4.0,1200,1139.0,-21.0,240.0,217.0,196.0,1608,0.0,0.0,0.0,0.0,0.0,0
6/10/2020,SkyWest Airlines Inc.,OO,"Salt Lake City, UT","Omaha, NE",935,933.0,-2.0,11.0,944.0,1240.0,5.0,1248,1245.0,-3.0,133.0,132.0,116.0,840,0.0,0.0,0.0,0.0,0.0,0
18/12/2019,Delta Air Lines Inc.,DL,"Jacksonville, FL","Atlanta, GA",1755,1753.0,-2.0,17.0,1810.0,1857.0,8.0,1915,1905.0,-10.0,80.0,72.0,47.0,270,0.0,0.0,0.0,0.0,0.0,0
25/8/2019,Delta Air Lines Inc.,DL,"Atlanta, GA","Louisville, KY",1517,1516.0,-1.0,16.0,1532.0,1626.0,5.0,1641,1631.0,-10.0,84.0,75.0,54.0,321,0.0,0.0,0.0,0.0,0.0,0
20/1/2020,Allegiant Air,G4,"Greensboro/High Point, NC","St. Petersburg, FL",1551,1540.0,-11.0,13.0,1553.0,1726.0,7.0,1740,1733.0,-7.0,109.0,113.0,93.0,587,0.0,0.0,0.0,0.0,0.0,0
13/5/2020,SkyWest Airlines Inc.,OO,"Salt Lake City, UT","Denver, CO",1530,1528.0,-2.0,17.0,1545.0,1646.0,7.0,1702,1653.0,-9.0,92.0,85.0,61.0,391,0.0,0.0,0.0,0.0,0.0,0
9/3/2021,Frontier Airlines Inc.,F9,"Tucson, AZ","Denver, CO",1418,1409.0,-9.0,15.0,1424.0,1545.0,11.0,1620,1556.0,-24.0,122.0,107.0,81.0,639,0.0,0.0,0.0,0.0,0.0,0
8/1/2019,SkyWest Airlines Inc.,OO,"Atlanta, GA","Mobile, AL",1311,1306.0,-5.0,20.0,1326.0,1322.0,7.0,1334,1329.0,-5.0,83.0,83.0,56.0,302,0.0,0.0,0.0,0.0,0.0,0
20/2/2020,SkyWest Airlines Inc.,OO,"Aberdeen, SD","Minneapolis, MN",500,500.0,0.0,27.0,527.0,613.0,11.0,627,624.0,-3.0,87.0,84.0,46.0,257,0.0,0.0,0.0,0.0,0.0,0
2/12/2021,United Air Lines Inc.,UA,"Boston, MA","Chicago, IL",1200,1200.0,0.0,12.0,1212.0,1328.0,10.0,1350,1338.0,-12.0,170.0,158.0,136.0,867,0.0,0.0,0.0,0.0,0.0,0
23/7/2023,SkyWest Airlines Inc.,OO,"Dallas/Fort Worth, TX","Santa Fe, NM",1108,1059.0,-9.0,24.0,1123.0,1145.0,5.0,1210,1150.0,-20.0,122.0,111.0,82.0,551,0.0,0.0,0.0,0.0,0.0,0
5/5/2021,Delta Air Lines Inc.,DL,"Charlotte, NC","Detroit, MI",600,553.0,-7.0,10.0,603.0,713.0,5.0,750,718.0,-32.0,110.0,85.0,70.0,500,0.0,0.0,0.0,0.0,0.0,0
14/7/2019,SkyWest Airlines Inc.,OO,"Sioux Falls, SD","Minneapolis, MN",1915,1911.0,-4.0,17.0,1928.0,2002.0,10.0,2025,2012.0,-13.0,70.0,61.0,34.0,196,0.0,0.0,0.0,0.0,0.0,0
30/4/2019,Delta Air Lines Inc.,DL,"Dallas/Fort Worth, TX","Atlanta, GA",1050,1046.0,-4.0,17.0,1103.0,1338.0,6.0,1400,1344.0,-16.0,130.0,118.0,95.0,731,0.0,0.0,0.0,0.0,0.0,0
17/8/2021,Republic Airline,YX,"Washington, DC","Nashville, TN",1625,1616.0,-9.0,15.0,1631.0,1655.0,14.0,1715,1709.0,-6.0,110.0,113.0,84.0,562,0.0,0.0,0.0,0.0,0.0,0
17/10/2020,American Airlines Inc.,AA,"Phoenix, AZ","Sacramento, CA",816,812.0,-4.0,17.0,829.0,1005.0,4.0,1019,1009.0,-10.0,123.0,117.0,96.0,647,0.0,0.0,0.0,0.0,0.0,0
30/4/2021,American Airlines Inc.,AA,"Chicago, IL","Orlando, FL",1255,1256.0,1.0,19.0,1315.0,1616.0,7.0,1647,1623.0,-24.0,172.0,147.0,121.0,1005,0.0,0.0,0.0,0.0,0.0,0
8/6/2021,United Air Lines Inc.,UA,"Chicago, IL","Denver, CO",1050,1048.0,-2.0,32.0,1120.0,1217.0,5.0,1224,1222.0,-2.0,154.0,154.0,117.0,888,0.0,0.0,0.0,0.0,0.0,0
15/4/2022,United Air Lines Inc.,UA,"San Francisco, CA","Phoenix, AZ",1900,1901.0,1.0,17.0,1918.0,2051.0,9.0,2100,2100.0,0.0,120.0,119.0,93.0,651,0.0,0.0,0.0,0.0,0.0,0
6/4/2022,PSA Airlines Inc.,OH,"Washington, DC","Norfolk, VA",1810,1804.0,-6.0,29.0,1833.0,1909.0,2.0,1915,1911.0,-4.0,65.0,67.0,36.0,142,0.0,0.0,0.0,0.0,0.0,0
13/12/2020,Allegiant Air,G4,"Fort Lauderdale, FL","Knoxville, TN",1611,1611.0,0.0,15.0,1626.0,1805.0,4.0,1812,1809.0,-3.0,121.0,118.0,99.0,708,0.0,0.0,0.0,0.0,0.0,0
21/1/2023,Republic Airline,YX,"Boston, MA","Columbus, OH",1935,1923.0,-12.0,26.0,1949.0,2136.0,7.0,2158,2143.0,-15.0,143.0,140.0,107.0,640,0.0,0.0,0.0,0.0,0.0,0
14/3/2019,American Airlines Inc.,AA,"Santa Ana, CA","Dallas/Fort Worth, TX",645,641.0,-4.0,28.0,709.0,1129.0,12.0,1152,1141.0,-11.0,187.0,180.0,140.0,1205,0.0,0.0,0.0,0.0,0.0,0
30/5/2021,SkyWest Airlines Inc.,OO,"Jackson, WY","Salt Lake City, UT",1154,1150.0,-4.0,10.0,1200.0,1246.0,4.0,1258,1250.0,-8.0,64.0,60.0,46.0,205,0.0,0.0,0.0,0.0,0.0,0
25/2/2020,Delta Air Lines Inc.,DL,"Orlando, FL","New York, NY",800,755.0,-5.0,16.0,811.0,1009.0,9.0,1037,1018.0,-19.0,157.0,143.0,118.0,950,0.0,0.0,0.0,0.0,0.0,0
20/5/2021,Republic Airline,YX,"Charleston, SC","Newark, NJ",1730,1726.0,-4.0,13.0,1739.0,1917.0,10.0,1929,1927.0,-2.0,119.0,121.0,98.0,628,0.0,0.0,0.0,0.0,0.0,0
2/8/2019,Delta Air Lines Inc.,DL,"Greer, SC","Atlanta, GA",1959,1948.0,-11.0,11.0,1959.0,2034.0,16.0,2105,2050.0,-15.0,66.0,62.0,35.0,153,0.0,0.0,0.0,0.0,0.0,0
24/11/2020,Southwest Airlines Co.,WN,"Cincinnati, OH","Baltimore, MD",1120,1117.0,-3.0,7.0,1124.0,1227.0,4.0,1245,1231.0,-14.0,85.0,74.0,63.0,430,0.0,0.0,0.0,0.0,0.0,0
8/4/2019,Delta Air Lines Inc.,DL,"Minneapolis, MN","Memphis, TN",1754,1749.0,-5.0,15.0,1804.0,1940.0,4.0,2011,1944.0,-27.0,137.0,115.0,96.0,700,0.0,0.0,0.0,0.0,0.0,0
12/12/2021,JetBlue Airways,B6,"New York, NY","Denver, CO",2000,2003.0,3.0,16.0,2019.0,2218.0,6.0,2236,2224.0,-12.0,276.0,261.0,239.0,1626,0.0,0.0,0.0,0.0,0.0,0
12/12/2019,Southwest Airlines Co.,WN,"Las Vegas, NV","Amarillo, TX",1325,1324.0,-1.0,25.0,1349.0,1718.0,4.0,1730,1722.0,-8.0,125.0,118.0,89.0,758,0.0,0.0,0.0,0.0,0.0,0
4/2/2023,United Air Lines Inc.,UA,"Washington, DC","Tampa, FL",831,828.0,-3.0,16.0,844.0,1043.0,7.0,1104,1050.0,-14.0,153.0,142.0,119.0,811,0.0,0.0,0.0,0.0,0.0,0
7/10/2022,Republic Airline,YX,"New York, NY","Pittsburgh, PA",1610,1605.0,-5.0,15.0,1620.0,1720.0,4.0,1745,1724.0,-21.0,95.0,79.0,60.0,335,0.0,0.0,0.0,0.0,0.0,0
7/3/2020,Delta Air Lines Inc.,DL,"Kansas City, MO","Detroit, MI",820,817.0,-3.0,11.0,828.0,1056.0,7.0,1115,1103.0,-12.0,115.0,106.0,88.0,629,0.0,0.0,0.0,0.0,0.0,0
25/4/2023,Envoy Air,MQ,"Memphis, TN","Chicago, IL",528,519.0,-9.0,11.0,530.0,649.0,12.0,720,701.0,-19.0,112.0,102.0,79.0,491,0.0,0.0,0.0,0.0,0.0,0
8/12/2021,JetBlue Airways,B6,"Los Angeles, CA","Las Vegas, NV",2010,2000.0,-10.0,17.0,2017.0,2104.0,6.0,2117,2110.0,-7.0,67.0,70.0,47.0,236,0.0,0.0,0.0,0.0,0.0,0
27/6/2021,SkyWest Airlines Inc.,OO,"Minneapolis, MN","Memphis, TN",1525,1525.0,0.0,17.0,1542.0,1722.0,10.0,1729,1732.0,3.0,124.0,127.0,100.0,700,0.0,0.0,0.0,0.0,0.0,0
4/10/2021,Delta Air Lines Inc.,DL,"Minneapolis, MN","Grand Rapids, MI",1945,1942.0,-3.0,9.0,1951.0,2151.0,4.0,2204,2155.0,-9.0,79.0,73.0,60.0,408,0.0,0.0,0.0,0.0,0.0,0
16/9/2019,ExpressJet Airlines LLC d/b/a aha!,EV,"Houston, TX","Pensacola, FL",1215,1209.0,-6.0,23.0,1232.0,1345.0,6.0,1356,1351.0,-5.0,101.0,102.0,73.0,489,0.0,0.0,0.0,0.0,0.0,0
20/3/2019,Southwest Airlines Co.,WN,"Houston, TX","Midland/Odessa, TX",2010,2015.0,5.0,8.0,2023.0,2139.0,3.0,2140,2142.0,2.0,90.0,87.0,76.0,441,0.0,0.0,0.0,0.0,0.0,0
5/5/2023,Delta Air Lines Inc.,DL,"Minneapolis, MN","Milwaukee, WI",2145,2141.0,-4.0,10.0,2151.0,2241.0,5.0,2256,2246.0,-10.0,71.0,65.0,50.0,297,0.0,0.0,0.0,0.0,0.0,0
30/6/2022,United Air Lines Inc.,UA,"Memphis, TN","Newark, NJ",1413,1412.0,-1.0,14.0,1426.0,1733.0,8.0,1745,1741.0,-4.0,152.0,149.0,127.0,946,0.0,0.0,0.0,0.0,0.0,0
28/6/2022,Mesa Airlines Inc.,YV,"Houston, TX","Dallas/Fort Worth, TX",619,613.0,-6.0,13.0,626.0,714.0,11.0,734,725.0,-9.0,75.0,72.0,48.0,247,0.0,0.0,0.0,0.0,0.0,0
30/8/2019,Spirit Air Lines,NK,"Orlando, FL","Las Vegas, NV",1825,1831.0,6.0,9.0,1840.0,1948.0,12.0,2011,2000.0,-11.0,286.0,269.0,248.0,2039,0.0,0.0,0.0,0.0,0.0,0
28/11/2020,American Airlines Inc.,AA,"Charlotte, NC","Las Vegas, NV",1326,1317.0,-9.0,22.0,1339.0,1504.0,7.0,1520,1511.0,-9.0,294.0,294.0,265.0,1916,0.0,0.0,0.0,0.0,0.0,0
13/6/2022,SkyWest Airlines Inc.,OO,"Phoenix, AZ","Oklahoma City, OK",1521,1513.0,-8.0,26.0,1539.0,1926.0,5.0,1936,1931.0,-5.0,135.0,138.0,107.0,833,0.0,0.0,0.0,0.0,0.0,0
26/1/2020,PSA Airlines Inc.,OH,"Washington, DC","Manchester, NH",1459,1449.0,-10.0,13.0,1502.0,1604.0,4.0,1628,1608.0,-20.0,89.0,79.0,62.0,406,0.0,0.0,0.0,0.0,0.0,0
24/9/2019,SkyWest Airlines Inc.,OO,"South Bend, IN","Atlanta, GA",1720,1717.0,-3.0,7.0,1724.0,1849.0,3.0,1922,1852.0,-30.0,122.0,95.0,85.0,566,0.0,0.0,0.0,0.0,0.0,0
19/1/2021,Southwest Airlines Co.,WN,"Baltimore, MD","Fort Myers, FL",855,852.0,-3.0,8.0,900.0,1123.0,4.0,1145,1127.0,-18.0,170.0,155.0,143.0,919,0.0,0.0,0.0,0.0,0.0,0
15/12/2020,Delta Air Lines Inc.,DL,"Atlanta, GA","Las Vegas, NV",805,800.0,-5.0,34.0,834.0,923.0,6.0,920,929.0,9.0,255.0,269.0,229.0,1747,0.0,0.0,0.0,0.0,0.0,0
18/1/2022,Endeavor Air Inc.,9E,"New York, NY","Rochester, NY",2159,2156.0,-3.0,22.0,2218.0,2309.0,14.0,2318,2323.0,5.0,79.0,87.0,51.0,254,0.0,0.0,0.0,0.0,0.0,0
18/1/2022,Delta Air Lines Inc.,DL,"Minneapolis, MN","New York, NY",1250,1248.0,-2.0,10.0,1258.0,1559.0,6.0,1634,1605.0,-29.0,164.0,137.0,121.0,1029,0.0,0.0,0.0,0.0,0.0,0
30/10/2019,Delta Air Lines Inc.,DL,"Atlanta, GA","Indianapolis, IN",1257,1309.0,12.0,9.0,1318.0,1423.0,7.0,1427,1430.0,3.0,90.0,81.0,65.0,432,0.0,0.0,0.0,0.0,0.0,0
28/9/2022,American Airlines Inc.,AA,"Austin, TX","Phoenix, AZ",1900,1916.0,16.0,11.0,1927.0,1926.0,6.0,1926,1932.0,6.0,146.0,136.0,119.0,872,0.0,0.0,0.0,0.0,0.0,0
11/5/2022,Republic Airline,YX,"Boston, MA","Kansas City, MO",1810,1805.0,-5.0,23.0,1828.0,2010.0,4.0,2102,2014.0,-48.0,232.0,189.0,162.0,1256,0.0,0.0,0.0,0.0,0.0,0
14/5/2019,Spirit Air Lines,NK,"Dallas/Fort Worth, TX","Denver, CO",1705,1713.0,8.0,16.0,1729.0,1801.0,7.0,1816,1808.0,-8.0,131.0,115.0,92.0,641,0.0,0.0,0.0,0.0,0.0,0
27/10/2022,United Air Lines Inc.,UA,"San Antonio, TX","San Francisco, CA",750,748.0,-2.0,23.0,811.0,936.0,3.0,937,939.0,2.0,227.0,231.0,205.0,1482,0.0,0.0,0.0,0.0,0.0,0
26/6/2019,Southwest Airlines Co.,WN,"Birmingham, AL","Chicago, IL",1100,1056.0,-4.0,10.0,1106.0,1234.0,4.0,1250,1238.0,-12.0,110.0,102.0,88.0,570,0.0,0.0,0.0,0.0,0.0,0
23/12/2019,American Airlines Inc.,AA,"Chicago, IL","Philadelphia, PA",2046,2045.0,-1.0,23.0,2108.0,2334.0,4.0,2342,2338.0,-4.0,116.0,113.0,86.0,678,0.0,0.0,0.0,0.0,0.0,0
20/7/2023,JetBlue Airways,B6,"Syracuse, NY","Boston, MA",1202,1207.0,5.0,13.0,1220.0,1304.0,11.0,1308,1315.0,7.0,66.0,68.0,44.0,265,0.0,0.0,0.0,0.0,0.0,0
15/10/2019,Southwest Airlines Co.,WN,"Chicago, IL","Grand Rapids, MI",1140,1139.0,-1.0,5.0,1144.0,1310.0,5.0,1330,1315.0,-15.0,50.0,36.0,26.0,137,0.0,0.0,0.0,0.0,0.0,0
17/7/2020,Delta Air Lines Inc.,DL,"Chicago, IL","New York, NY",1830,1823.0,-7.0,15.0,1838.0,2112.0,5.0,2135,2117.0,-18.0,125.0,114.0,94.0,733,0.0,0.0,0.0,0.0,0.0,0
8/9/2021,Delta Air Lines Inc.,DL,"Austin, TX","New York, NY",1940,1934.0,-6.0,11.0,1945.0,2345.0,15.0,33,2400.0,-33.0,233.0,206.0,180.0,1521,0.0,0.0,0.0,0.0,0.0,0
10/12/2022,Delta Air Lines Inc.,DL,"Little Rock, AR","Atlanta, GA",530,524.0,-6.0,10.0,534.0,733.0,11.0,759,744.0,-15.0,89.0,80.0,59.0,453,0.0,0.0,0.0,0.0,0.0,0
17/5/2022,American Airlines Inc.,AA,"Raleigh/Durham, NC","Miami, FL",600,555.0,-5.0,14.0,609.0,746.0,7.0,814,753.0,-21.0,134.0,118.0,97.0,700,0.0,0.0,0.0,0.0,0.0,0
12/5/2022,Hawaiian Airlines Inc.,HA,"Honolulu, HI","Kona, HI",1600,1552.0,-8.0,23.0,1615.0,1648.0,5.0,1647,1653.0,6.0,47.0,61.0,33.0,163,0.0,0.0,0.0,0.0,0.0,0
20/10/2019,SkyWest Airlines Inc.,OO,"Mammoth Lakes, CA","Los Angeles, CA",1625,1622.0,-3.0,17.0,1639.0,1728.0,11.0,1748,1739.0,-9.0,83.0,77.0,49.0,256,0.0,0.0,0.0,0.0,0.0,0
25/5/2023,Republic Airline,YX,"New York, NY","Boston, MA",1629,1623.0,-6.0,24.0,1647.0,1723.0,13.0,1810,1736.0,-34.0,101.0,73.0,36.0,187,0.0,0.0,0.0,0.0,0.0,0
1/4/2019,JetBlue Airways,B6,"New York, NY","Phoenix, AZ",1854,1901.0,7.0,14.0,1915.0,2110.0,7.0,2149,2117.0,-32.0,355.0,316.0,295.0,2153,0.0,0.0,0.0,0.0,0.0,0
24/11/2019,SkyWest Airlines Inc.,OO,"St. George, UT","Phoenix, AZ",1245,1231.0,-14.0,22.0,1253.0,1340.0,13.0,1356,1353.0,-3.0,71.0,82.0,47.0,262,0.0,0.0,0.0,0.0,0.0,0
13/5/2023,Endeavor Air Inc.,9E,"New York, NY","Bangor, ME",1340,1330.0,-10.0,29.0,1359.0,1457.0,5.0,1510,1502.0,-8.0,90.0,92.0,58.0,382,0.0,0.0,0.0,0.0,0.0,0
3/4/2022,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","St. Louis, MO",710,705.0,-5.0,20.0,725.0,846.0,4.0,855,850.0,-5.0,105.0,105.0,81.0,550,0.0,0.0,0.0,0.0,0.0,0
7/3/2022,American Airlines Inc.,AA,"Tampa, FL","Phoenix, AZ",1733,1729.0,-4.0,11.0,1740.0,1949.0,12.0,2015,2001.0,-14.0,282.0,272.0,249.0,1788,0.0,0.0,0.0,0.0,0.0,0
7/9/2022,Republic Airline,YX,"Boston, MA","New York, NY",1800,1756.0,-4.0,16.0,1812.0,1907.0,7.0,1936,1914.0,-22.0,96.0,78.0,55.0,184,0.0,0.0,0.0,0.0,0.0,0
28/11/2022,Envoy Air,MQ,"Buffalo, NY","Chicago, IL",619,618.0,-1.0,9.0,627.0,644.0,12.0,720,656.0,-24.0,121.0,98.0,77.0,474,0.0,0.0,0.0,0.0,0.0,0
15/3/2019,PSA Airlines Inc.,OH,"Charleston/Dunbar, WV","Charlotte, NC",1935,1927.0,-8.0,21.0,1948.0,2031.0,20.0,2056,2051.0,-5.0,81.0,84.0,43.0,221,0.0,0.0,0.0,0.0,0.0,0
23/1/2023,Envoy Air,MQ,"Louisville, KY","Chicago, IL",1159,1149.0,-10.0,17.0,1206.0,1204.0,8.0,1226,1212.0,-14.0,87.0,83.0,58.0,286,0.0,0.0,0.0,0.0,0.0,0
23/8/2019,Southwest Airlines Co.,WN,"Baltimore, MD","Cleveland, OH",2200,2159.0,-1.0,14.0,2213.0,2306.0,2.0,2315,2308.0,-7.0,75.0,69.0,53.0,314,0.0,0.0,0.0,0.0,0.0,0
16/12/2019,Southwest Airlines Co.,WN,"Atlanta, GA","Fort Lauderdale, FL",1110,1106.0,-4.0,20.0,1126.0,1248.0,10.0,1315,1258.0,-17.0,125.0,112.0,82.0,581,0.0,0.0,0.0,0.0,0.0,0
9/6/2022,SkyWest Airlines Inc.,OO,"St. Louis, MO","Chicago, IL",1308,1305.0,-3.0,10.0,1315.0,1405.0,18.0,1438,1423.0,-15.0,90.0,78.0,50.0,258,0.0,0.0,0.0,0.0,0.0,0
2/1/2020,Endeavor Air Inc.,9E,"Charlottesville, VA","Atlanta, GA",1700,1647.0,-13.0,24.0,1711.0,1841.0,10.0,1853,1851.0,-2.0,113.0,124.0,90.0,457,0.0,0.0,0.0,0.0,0.0,0
12/2/2019,American Airlines Inc.,AA,"Pittsburgh, PA","Chicago, IL",1153,1202.0,9.0,14.0,1216.0,1231.0,8.0,1240,1239.0,-1.0,107.0,97.0,75.0,413,0.0,0.0,0.0,0.0,0.0,0
24/3/2022,Southwest Airlines Co.,WN,"Reno, NV","Long Beach, CA",1330,1336.0,6.0,12.0,1348.0,1452.0,4.0,1455,1456.0,1.0,85.0,80.0,64.0,402,0.0,0.0,0.0,0.0,0.0,0
25/5/2021,Delta Air Lines Inc.,DL,"Austin, TX","Boston, MA",1700,1657.0,-3.0,9.0,1706.0,2144.0,4.0,2155,2148.0,-7.0,235.0,231.0,218.0,1698,0.0,0.0,0.0,0.0,0.0,0
5/12/2022,United Air Lines Inc.,UA,"Chicago, IL","Newark, NJ",1750,1747.0,-3.0,18.0,1805.0,2041.0,19.0,2111,2100.0,-11.0,141.0,133.0,96.0,719,0.0,0.0,0.0,0.0,0.0,0
3/4/2021,SkyWest Airlines Inc.,OO,"Dallas/Fort Worth, TX","Milwaukee, WI",1505,1504.0,-1.0,26.0,1530.0,1730.0,4.0,1732,1734.0,2.0,147.0,150.0,120.0,853,0.0,0.0,0.0,0.0,0.0,0
17/9/2022,Envoy Air,MQ,"Austin, TX","St. Louis, MO",900,859.0,-1.0,13.0,912.0,1046.0,7.0,1104,1053.0,-11.0,124.0,114.0,94.0,721,0.0,0.0,0.0,0.0,0.0,0
22/1/2020,Southwest Airlines Co.,WN,"San Jose, CA","Ontario, CA",1720,1716.0,-4.0,12.0,1728.0,1817.0,4.0,1835,1821.0,-14.0,75.0,65.0,49.0,333,0.0,0.0,0.0,0.0,0.0,0
31/8/2023,SkyWest Airlines Inc.,OO,"Los Angeles, CA","Prescott, AZ",1930,1921.0,-9.0,16.0,1937.0,2035.0,3.0,2052,2038.0,-14.0,82.0,77.0,58.0,346,0.0,0.0,0.0,0.0,0.0,0
6/6/2020,American Airlines Inc.,AA,"Miami, FL","Boston, MA",1950,1942.0,-8.0,16.0,1958.0,2235.0,7.0,2308,2242.0,-26.0,198.0,180.0,157.0,1258,0.0,0.0,0.0,0.0,0.0,0
22/11/2019,Allegiant Air,G4,"Asheville, NC","Baltimore, MD",700,652.0,-8.0,9.0,701.0,803.0,6.0,823,809.0,-14.0,83.0,77.0,62.0,414,0.0,0.0,0.0,0.0,0.0,0
9/12/2021,Delta Air Lines Inc.,DL,"Grand Rapids, MI","Detroit, MI",530,528.0,-2.0,11.0,539.0,603.0,8.0,630,611.0,-19.0,60.0,43.0,24.0,120,0.0,0.0,0.0,0.0,0.0,0
6/5/2019,Endeavor Air Inc.,9E,"Newark, NJ","Cincinnati, OH",832,827.0,-5.0,10.0,837.0,1007.0,6.0,1044,1013.0,-31.0,132.0,106.0,90.0,569,0.0,0.0,0.0,0.0,0.0,0
5/10/2022,Southwest Airlines Co.,WN,"Baltimore, MD","Islip, NY",2145,2147.0,2.0,6.0,2153.0,2238.0,2.0,2250,2240.0,-10.0,65.0,53.0,45.0,220,0.0,0.0,0.0,0.0,0.0,0
28/1/2019,Southwest Airlines Co.,WN,"Atlanta, GA","Las Vegas, NV",1940,1934.0,-6.0,14.0,1948.0,2053.0,2.0,2115,2055.0,-20.0,275.0,261.0,245.0,1747,0.0,0.0,0.0,0.0,0.0,0
23/3/2020,Endeavor Air Inc.,9E,"Appleton, WI","Atlanta, GA",1654,1646.0,-8.0,26.0,1712.0,1951.0,9.0,2029,2000.0,-29.0,155.0,134.0,99.0,765,0.0,0.0,0.0,0.0,0.0,0
